class,mutant,test_index,result_java,result_python,equal_results
REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,ORIGINAL,6,1.0,NA,False
REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,ORIGINAL,7,0.0,NA,False
REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,ORIGINAL,8,24.0,NA,False
REMOVE_MINIMUM_NUMBER_ELEMENTS_NO_COMMON_ELEMENT_EXIST_ARRAY,ORIGINAL,9,1.0,NA,False
LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,ORIGINAL,0,f,NA,False
LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,ORIGINAL,1,2.0,NA,False
LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,ORIGINAL,2,1.0,NA,False
LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,ORIGINAL,3,NA,NA,True
LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,ORIGINAL,4,4.0,NA,False
LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,ORIGINAL,5,0.0,NA,False
LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,ORIGINAL,6,d,NA,False
LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,ORIGINAL,7,1.0,NA,False
LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,ORIGINAL,8,1.0,NA,False
LONGEST_REPEATING_AND_NON_OVERLAPPING_SUBSTRING,ORIGINAL,9,i,NA,False
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,0,true,False,False
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,1,false,False,True
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,2,true,True,True
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,3,false,False,True
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,4,false,False,True
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,5,false,False,True
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,6,false,False,True
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,7,false,False,True
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,8,false,False,True
GIVEN_A_SORTED_AND_ROTATED_ARRAY_FIND_IF_THERE_IS_A_PAIR_WITH_A_GIVEN_SUM,ORIGINAL,9,false,False,True
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,ORIGINAL,0,0.0,NA,False
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,ORIGINAL,1,1544033003.0,NA,False
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,ORIGINAL,2,0.0,NA,False
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,ORIGINAL,3,1.0,NA,False
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,ORIGINAL,4,0.0,NA,False
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,ORIGINAL,5,1.0,NA,False
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,ORIGINAL,6,1147367593.0,NA,False
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,ORIGINAL,7,0.0,NA,False
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,ORIGINAL,8,0.0,NA,False
WRITE_A_C_PROGRAM_TO_CALCULATE_POWXN,ORIGINAL,9,1480197697.0,NA,False
MINIMUM_ROTATIONS_REQUIRED_GET_STRING,ORIGINAL,0,14.0,14.0,True
MINIMUM_ROTATIONS_REQUIRED_GET_STRING,ORIGINAL,1,1.0,1.0,True
MINIMUM_ROTATIONS_REQUIRED_GET_STRING,ORIGINAL,2,12.0,12.0,True
MINIMUM_ROTATIONS_REQUIRED_GET_STRING,ORIGINAL,3,13.0,13.0,True
MINIMUM_ROTATIONS_REQUIRED_GET_STRING,ORIGINAL,4,2.0,2.0,True
MINIMUM_ROTATIONS_REQUIRED_GET_STRING,ORIGINAL,5,3.0,3.0,True
MINIMUM_ROTATIONS_REQUIRED_GET_STRING,ORIGINAL,6,5.0,5.0,True
MINIMUM_ROTATIONS_REQUIRED_GET_STRING,ORIGINAL,7,1.0,1.0,True
MINIMUM_ROTATIONS_REQUIRED_GET_STRING,ORIGINAL,8,2.0,1.0,False
MINIMUM_ROTATIONS_REQUIRED_GET_STRING,ORIGINAL,9,2.0,2.0,True
PROGRAM_DECIMAL_BINARY_CONVERSION_2,ORIGINAL,0,10010.0,NA,False
PROGRAM_DECIMAL_BINARY_CONVERSION_2,ORIGINAL,1,1011100.0,NA,False
PROGRAM_DECIMAL_BINARY_CONVERSION_2,ORIGINAL,2,1010111.0,NA,False
PROGRAM_DECIMAL_BINARY_CONVERSION_2,ORIGINAL,3,110010.0,NA,False
PROGRAM_DECIMAL_BINARY_CONVERSION_2,ORIGINAL,4,111000.0,NA,False
PROGRAM_DECIMAL_BINARY_CONVERSION_2,ORIGINAL,5,1011000.0,NA,False
PROGRAM_DECIMAL_BINARY_CONVERSION_2,ORIGINAL,6,11.0,NA,False
PROGRAM_DECIMAL_BINARY_CONVERSION_2,ORIGINAL,7,10000.0,NA,False
PROGRAM_DECIMAL_BINARY_CONVERSION_2,ORIGINAL,8,101101.0,NA,False
PROGRAM_DECIMAL_BINARY_CONVERSION_2,ORIGINAL,9,111010.0,NA,False
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,ORIGINAL,0,1742.83333333,NA,False
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,ORIGINAL,1,856.9,NA,False
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,ORIGINAL,2,11.0,NA,False
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,ORIGINAL,3,2092.5,NA,False
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,ORIGINAL,4,1052.51851852,NA,False
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,ORIGINAL,5,10.0,NA,False
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,ORIGINAL,6,1996.1875,NA,False
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,ORIGINAL,7,358.0,NA,False
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,ORIGINAL,8,22.0,NA,False
MAXIMUM_AVERAGE_SUM_PARTITION_ARRAY,ORIGINAL,9,1060.0,NA,False
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,0,true,NA,False
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,1,true,NA,False
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,2,false,NA,False
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,3,false,NA,False
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,4,false,NA,False
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,5,false,NA,False
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,6,false,NA,False
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,7,false,NA,False
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,8,false,NA,False
CENTER_ELEMENT_OF_MATRIX_EQUALS_SUMS_OF_HALF_DIAGONALS,ORIGINAL,9,false,NA,False
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,0,790244.0,790244.0,True
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,1,540274.0,540274.0,True
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,2,1004731.0,1004731.0,True
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,3,52394.0,52394.0,True
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,4,62196.0,62196.0,True
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,5,29260.0,29260.0,True
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,6,457310.0,457310.0,True
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,7,455.0,455.0,True
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,8,18424.0,18424.0,True
SUM_SERIES_12_32_52_2N_12_1,ORIGINAL,9,138415.0,138415.0,True
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,0,1.0,True,False
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,1,1.0,True,False
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,2,1.0,True,False
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,3,0.0,0.0,True
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,4,0.0,False,False
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,5,1.0,True,False
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,6,0.0,0.0,True
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,7,0.0,0.0,True
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,8,0.0,0.0,True
FIND_WHETHER_A_GIVEN_NUMBER_IS_A_POWER_OF_4_OR_NOT_1,ORIGINAL,9,0.0,0.0,True
DYCK_PATH,ORIGINAL,0,-403225.0,inf,False
DYCK_PATH,ORIGINAL,1,-258695.0,inf,False
DYCK_PATH,ORIGINAL,2,560185.0,inf,False
DYCK_PATH,ORIGINAL,3,2511391.0,1.1507398920574912e+205,False
DYCK_PATH,ORIGINAL,4,428963.0,inf,False
DYCK_PATH,ORIGINAL,5,742900.0,8.502050538104395e+39,False
DYCK_PATH,ORIGINAL,6,429.0,11815724400.0,False
DYCK_PATH,ORIGINAL,7,-220516.0,inf,False
DYCK_PATH,ORIGINAL,8,-213960.0,inf,False
DYCK_PATH,ORIGINAL,9,467294.0,inf,False
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,0,2.0,2.0,True
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,1,1.0,1.0,True
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,2,2.0,2.0,True
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,3,1.0,1.0,True
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,4,1.0,1.0,True
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,5,12.0,12.0,True
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,6,3.0,3.0,True
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,7,1.0,1.0,True
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,8,2.0,2.0,True
LONGEST_SUBSEQUENCE_SUCH_THAT_DIFFERENCE_BETWEEN_ADJACENTS_IS_ONE,ORIGINAL,9,2.0,2.0,True
PRINT_WORDS_STRING_REVERSE_ORDER,ORIGINAL,0,YZ Dm m,NA,False
PRINT_WORDS_STRING_REVERSE_ORDER,ORIGINAL,1,71 57 48 65,NA,False
PRINT_WORDS_STRING_REVERSE_ORDER,ORIGINAL,2,010 01,NA,False
PRINT_WORDS_STRING_REVERSE_ORDER,ORIGINAL,3,vhByi mT,NA,False
PRINT_WORDS_STRING_REVERSE_ORDER,ORIGINAL,4,1 9 44 19,NA,False
PRINT_WORDS_STRING_REVERSE_ORDER,ORIGINAL,5,0.0,NA,False
PRINT_WORDS_STRING_REVERSE_ORDER,ORIGINAL,6,  vUi z,NA,False
PRINT_WORDS_STRING_REVERSE_ORDER,ORIGINAL,7,055 9 36643 591 7,NA,False
PRINT_WORDS_STRING_REVERSE_ORDER,ORIGINAL,8,1.0,NA,False
PRINT_WORDS_STRING_REVERSE_ORDER,ORIGINAL,9,YGaijPY ti,NA,False
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,0,4.0,328.0,False
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,1,4.0,328.0,False
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,2,4.0,328.0,False
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,3,4.0,328.0,False
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,4,4.0,327.0,False
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,5,3.0,327.0,False
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,6,3.0,327.0,False
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,7,4.0,328.0,False
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,8,3.0,327.0,False
NUMBER_DIGITS_PRODUCT_TWO_NUMBERS,ORIGINAL,9,4.0,327.0,False
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,0,true,True,True
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,1,true,True,True
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,2,true,True,True
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,3,false,False,True
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,4,false,False,True
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,5,false,False,True
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,6,false,False,True
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,7,false,False,True
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,8,true,True,True
FIND_WHETHER_AN_ARRAY_IS_SUBSET_OF_ANOTHER_ARRAY_SET_1_1,ORIGINAL,9,false,False,True
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,0,false,NA,False
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,1,true,NA,False
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,2,false,NA,False
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,3,true,NA,False
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,4,false,NA,False
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,5,false,NA,False
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,6,false,NA,False
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,7,true,NA,False
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,8,false,NA,False
FIND_A_TRIPLET_THAT_SUM_TO_A_GIVEN_VALUE,ORIGINAL,9,false,NA,False
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,0,283.0,NA,False
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,1,66.0,NA,False
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,2,2.0,NA,False
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,3,236.0,NA,False
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,4,-4.0,NA,False
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,5,2.0,NA,False
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,6,168.0,NA,False
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,7,166.0,NA,False
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,8,3.0,NA,False
MAXIMUM_TRIPLET_SUM_ARRAY_1,ORIGINAL,9,64.0,NA,False
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,0,41.0,NA,False
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,1,87.0,NA,False
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,2,7.0,NA,False
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,3,87.0,NA,False
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,4,57.0,NA,False
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,5,19.0,NA,False
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,6,63.0,NA,False
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,7,17.0,NA,False
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,8,41.0,NA,False
RECURSIVELY_BREAK_NUMBER_3_PARTS_GET_MAXIMUM_SUM,ORIGINAL,9,5.0,NA,False
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,0,2.0,NA,False
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,1,3.0,NA,False
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,2,0.0,NA,False
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,3,0.0,NA,False
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,4,7.0,NA,False
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,5,1.0,NA,False
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,6,3.0,NA,False
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,7,1.0,NA,False
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,8,1.0,NA,False
COUNT_CHARACTERS_STRING_DISTANCE_ENGLISH_ALPHABETS,ORIGINAL,9,2.0,NA,False
PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,ORIGINAL,0,IggvAXtmJ ,IggvAXtmJ ,True
PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,ORIGINAL,1,76711241128.0,76711241128.0,True
PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,ORIGINAL,2,10.0,10.0,True
PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,ORIGINAL,3,HIKOn ,HIKOn ,True
PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,ORIGINAL,4,3680369217.0,3680369217.0,True
PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,ORIGINAL,5,1111.0,1111.0,True
PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,ORIGINAL,6,zIi ,zIi ,True
PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,ORIGINAL,7,6.0,6.0,True
PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,ORIGINAL,8,111.0,111.0,True
PROGRAM_CENSOR_WORD_ASTERISKS_SENTENCE,ORIGINAL,9,NJNnrVU ,NJNnrVU ,True
SUM_TWO_LARGE_NUMBERS,ORIGINAL,0,44527855.0,NA,False
SUM_TWO_LARGE_NUMBERS,ORIGINAL,1,526110507350.0,NA,False
SUM_TWO_LARGE_NUMBERS,ORIGINAL,2,121110010.0,NA,False
SUM_TWO_LARGE_NUMBERS,ORIGINAL,3,66153436372942.0,NA,False
SUM_TWO_LARGE_NUMBERS,ORIGINAL,4,614.0,NA,False
SUM_TWO_LARGE_NUMBERS,ORIGINAL,5,1110101112.0,NA,False
SUM_TWO_LARGE_NUMBERS,ORIGINAL,6,469530.0,NA,False
SUM_TWO_LARGE_NUMBERS,ORIGINAL,7,898423490593.0,NA,False
SUM_TWO_LARGE_NUMBERS,ORIGINAL,8,1211112110121.0,NA,False
SUM_TWO_LARGE_NUMBERS,ORIGINAL,9,2315420'38859,NA,False
NEXT_POWER_OF_2_1,ORIGINAL,0,8.0,8.0,True
NEXT_POWER_OF_2_1,ORIGINAL,1,128.0,128.0,True
NEXT_POWER_OF_2_1,ORIGINAL,2,32.0,32.0,True
NEXT_POWER_OF_2_1,ORIGINAL,3,64.0,64.0,True
NEXT_POWER_OF_2_1,ORIGINAL,4,32.0,32.0,True
NEXT_POWER_OF_2_1,ORIGINAL,5,2.0,2.0,True
NEXT_POWER_OF_2_1,ORIGINAL,6,8.0,8.0,True
NEXT_POWER_OF_2_1,ORIGINAL,7,128.0,128.0,True
NEXT_POWER_OF_2_1,ORIGINAL,8,32.0,32.0,True
NEXT_POWER_OF_2_1,ORIGINAL,9,8.0,8.0,True
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,0,47905.0,NA,False
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,1,30856.0,NA,False
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,2,47905.0,NA,False
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,3,34220.0,NA,False
NUMBER_OF_TRIANGLES_IN_A_PLANE_IF_NO_MORE_THAN_TWO_POINTS_ARE_COLLINEAR,ORIGINAL,4,4.0,NA,False
